HUMAN08767	MOUSE62099	1:1	1138515
HUMAN08773	MOUSE62094	1:1	1074631
HUMAN08779	MOUSE62039	1:1	
HUMAN08792	MOUSE61994	1:1	1077001
HUMAN08803	MOUSE61989	n:1	
HUMAN08806	MOUSE61989	n:1	1179261
HUMAN08822	MOUSE61982	1:1	1073718
HUMAN08824	MOUSE61981	1:1	929736
HUMAN08825	MOUSE61978	1:1	1159863
HUMAN08827	MOUSE61967	1:1	1089924
HUMAN08829	MOUSE61961	1:1	682494
HUMAN08831	MOUSE61946	1:1	1146553
HUMAN08839	MOUSE61925	1:1	684799
HUMAN08847	MOUSE61921	1:1	1095507
HUMAN08850	MOUSE61903	1:1	925948
HUMAN08853	MOUSE61918	1:1	669359
HUMAN08856	MOUSE61884	1:1	1084006
HUMAN08857	MOUSE61880	1:1	681078
HUMAN08858	MOUSE61876	1:1	1005730
HUMAN08865	MOUSE61873	1:1	316716
HUMAN08866	MOUSE61863	1:1	915712
HUMAN08872	MOUSE61835	1:1	1159147
HUMAN08882	MOUSE61819	1:1	1142149
HUMAN08893	MOUSE61744	1:1	1095243
HUMAN08940	MOUSE61724	1:1	1058397
HUMAN08942	MOUSE64400	1:1	684149
HUMAN08956	MOUSE64398	1:1	879458
HUMAN08957	MOUSE61692	1:1	686716
HUMAN08963	MOUSE61674	1:1	683898
HUMAN08968	MOUSE61660	1:1	1133752
HUMAN08977	MOUSE61641	1:1	
HUMAN08988	MOUSE61608	1:1	1151415
HUMAN08996	MOUSE61602	1:1	1168771
HUMAN09005	MOUSE61544	1:1	648279
HUMAN09010	MOUSE61530	1:1	648276
HUMAN09018	MOUSE61520	1:1	
HUMAN09023	MOUSE61512	1:1	1126497
HUMAN09024	MOUSE61506	1:1	1126516
HUMAN09025	MOUSE64395	1:1	1126499
HUMAN09026	MOUSE64393	1:1	1126525
HUMAN09032	MOUSE64392	1:1	1126523
HUMAN09034	MOUSE64397	1:m	331007
HUMAN09034	MOUSE64514	1:m	
HUMAN09035	MOUSE64515	1:1	1126500
HUMAN09038	MOUSE64511	1:1	1126506
HUMAN09039	MOUSE64508	1:1	1126505
HUMAN09042	MOUSE64505	1:1	1125840
HUMAN09056	MOUSE64499	1:1	646191
HUMAN09059	MOUSE64495	1:1	1118839
HUMAN09062	MOUSE64497	1:1	650877
HUMAN09063	MOUSE64491	1:1	1170964
HUMAN09075	MOUSE64488	1:1	
HUMAN09091	MOUSE64484	1:1	1170953
HUMAN09111	MOUSE64481	1:1	1044327
HUMAN09120	MOUSE64478	1:1	1070487
HUMAN09126	MOUSE64476	1:1	1081788
HUMAN09133	MOUSE64473	1:1	1008509
HUMAN09135	MOUSE64472	1:1	685505
HUMAN09137	MOUSE64471	1:1	681773
HUMAN09140	MOUSE64465	1:1	860393
HUMAN09147	MOUSE61098	1:1	925767
HUMAN09152	MOUSE61094	1:1	
HUMAN09158	MOUSE61085	1:1	685324
HUMAN09159	MOUSE61082	1:1	970994
HUMAN09167	MOUSE61075	1:1	1171157
HUMAN09175	MOUSE61070	1:1	1134264
HUMAN09178	MOUSE61061	1:1	1131554
HUMAN09194	MOUSE61057	1:1	647012
HUMAN09201	MOUSE61051	1:1	1147500
HUMAN09204	MOUSE61048	1:1	1120137
HUMAN09210	MOUSE61046	1:1	683026
HUMAN09213	MOUSE61039	1:1	1161897
HUMAN09222	MOUSE61027	1:1	
HUMAN09231	MOUSE61034	1:1	1168796
HUMAN09234	MOUSE61016	1:1	
HUMAN09238	MOUSE61008	1:1	1163917
HUMAN09241	MOUSE61003	1:1	1152967
HUMAN09244	MOUSE60994	1:1	1038736
HUMAN09251	MOUSE60981	1:1	685873
HUMAN09253	MOUSE60978	1:1	1174652
HUMAN09256	MOUSE60979	1:1	1156950
HUMAN09264	MOUSE60974	1:1	1159218
HUMAN09269	MOUSE60966	1:1	1119185
HUMAN09272	MOUSE60937	1:1	671167
HUMAN09280	MOUSE60864	n:1	1181895
HUMAN09290	MOUSE60864	n:1	
HUMAN09293	MOUSE60854	1:1	1124266
HUMAN09297	MOUSE60848	1:1	1165414
HUMAN09301	MOUSE60837	1:1	639459
HUMAN09319	MOUSE60835	n:1	639475
HUMAN09320	MOUSE60835	n:1	
HUMAN09323	MOUSE60834	1:1	1130500
HUMAN09325	MOUSE60827	1:1	1178381
HUMAN09328	MOUSE60765	1:1	909495
HUMAN09334	MOUSE60760	1:1	1071520
HUMAN09343	MOUSE60738	1:1	687650
HUMAN09348	MOUSE60715	1:1	1177475
HUMAN09354	MOUSE60714	n:1	1117859
HUMAN09360	MOUSE60714	n:1	
HUMAN09363	MOUSE60704	1:1	1165628
HUMAN09365	MOUSE60707	1:1	1117491
HUMAN09367	MOUSE60702	1:1	1089187
HUMAN09381	MOUSE60698	1:1	1072506
HUMAN09384	MOUSE60688	1:1	1046760
HUMAN09389	MOUSE60677	1:1	686491
HUMAN09407	MOUSE60655	1:1	1110175
HUMAN09420	MOUSE60648	1:1	686715
HUMAN09422	MOUSE60647	1:1	1168845
HUMAN09431	MOUSE60641	1:1	686185
HUMAN09440	MOUSE60602	1:1	1070734
HUMAN09444	MOUSE60598	1:1	685372
HUMAN09457	MOUSE60567	1:1	875063
HUMAN09460	MOUSE60564	1:1	1143084
HUMAN09466	MOUSE60549	1:1	1074646
HUMAN09471	MOUSE60545	1:1	
HUMAN09473	MOUSE60540	1:1	394010
HUMAN09478	MOUSE60538	1:1	1059258
HUMAN09484	MOUSE60533	1:1	876373
HUMAN09493	MOUSE63505	n:1	
HUMAN09499	MOUSE63503	1:1	1102019
HUMAN09500	MOUSE63505	n:1	1102017
HUMAN09502	MOUSE63494	1:1	687135
HUMAN09516	MOUSE63413	1:1	681623
HUMAN09517	MOUSE63406	1:1	1171549
HUMAN09523	MOUSE63375	1:1	333999
HUMAN09527	MOUSE63361	1:1	689591
HUMAN09530	MOUSE63357	1:1	1100679
HUMAN09532	MOUSE63351	1:1	690040
HUMAN09538	MOUSE63344	1:1	691245
HUMAN09544	MOUSE63305	1:1	
HUMAN09551	MOUSE63283	1:1	1148291
HUMAN09558	MOUSE63210	1:1	
HUMAN09565	MOUSE63201	1:1	686130
HUMAN09573	MOUSE63185	1:1	1029996
HUMAN09577	MOUSE63151	1:1	976216
HUMAN09588	MOUSE63119	1:1	684424
HUMAN09593	MOUSE63085	1:1	688961
HUMAN09599	MOUSE63064	1:1	1015341
HUMAN09604	MOUSE63010	1:1	1149643
HUMAN09614	MOUSE63009	1:1	683578
HUMAN09622	MOUSE63005	1:1	1151942
HUMAN09623	MOUSE62998	1:1	325137
HUMAN09630	MOUSE62995	1:1	683631
HUMAN09635	MOUSE62975	1:1	1053068
HUMAN09637	MOUSE62973	1:1	1102300
HUMAN09639	MOUSE62967	1:1	1087470
HUMAN09648	MOUSE62960	1:1	1175878
HUMAN09652	MOUSE62959	1:1	1128157
HUMAN09654	MOUSE62954	1:1	1147315
HUMAN09656	MOUSE62946	1:1	1137587
HUMAN09661	MOUSE62940	1:1	1137589
HUMAN09665	MOUSE62931	1:1	647902
HUMAN09669	MOUSE00942	n:m	
HUMAN09669	MOUSE62908	n:m	1123796
HUMAN09674	MOUSE62888	1:1	682309
HUMAN09687	MOUSE62859	1:1	996440
HUMAN09694	MOUSE62840	1:1	1142319
HUMAN09706	MOUSE62828	1:1	1111689
HUMAN09715	MOUSE62817	1:1	1129243
HUMAN09719	MOUSE62801	1:1	682877
HUMAN09727	MOUSE62721	1:1	1089380
HUMAN09730	MOUSE62708	1:1	681168
HUMAN09734	MOUSE62699	1:1	686275
HUMAN09735	MOUSE62693	1:1	689727
HUMAN09738	MOUSE62680	1:1	1047778
HUMAN09740	MOUSE62678	1:1	1131691
HUMAN09742	MOUSE62658	1:1	1149242
HUMAN09747	MOUSE62594	1:1	1082255
HUMAN09748	MOUSE62587	1:1	1152753
HUMAN09756	MOUSE62562	1:1	681262
HUMAN09764	MOUSE62531	1:1	681086
HUMAN09776	MOUSE62504	1:1	1161120
HUMAN09781	MOUSE62499	1:1	1170884
HUMAN09799	MOUSE03195	n:m	
HUMAN09799	MOUSE10082	n:m	
HUMAN09799	MOUSE10100	n:m	
HUMAN09799	MOUSE10108	n:m	
HUMAN09799	MOUSE10111	n:m	
HUMAN09799	MOUSE10141	n:m	
HUMAN09799	MOUSE10145	n:m	
HUMAN09799	MOUSE10376	n:m	
HUMAN09799	MOUSE10386	n:m	
HUMAN09799	MOUSE10389	n:m	
HUMAN09799	MOUSE10395	n:m	
HUMAN09799	MOUSE10406	n:m	
HUMAN09799	MOUSE10479	n:m	
HUMAN09799	MOUSE37408	n:m	
HUMAN09799	MOUSE37409	n:m	
HUMAN09799	MOUSE37412	n:m	
HUMAN09799	MOUSE37413	n:m	
HUMAN09799	MOUSE49817	n:m	
HUMAN09799	MOUSE62489	n:m	1172289
HUMAN09801	MOUSE62486	1:1	681040
HUMAN09811	MOUSE62479	1:1	1179369
HUMAN09814	MOUSE62463	1:1	683338
HUMAN09818	MOUSE62435	1:1	681636
HUMAN09823	MOUSE62410	1:1	1180843
HUMAN09832	MOUSE62395	1:1	1145907
HUMAN09835	MOUSE62387	1:1	1143523
HUMAN09839	MOUSE62345	1:1	1049444
HUMAN09842	MOUSE62271	1:1	685720
HUMAN09843	MOUSE62084	1:m	
HUMAN09843	MOUSE62137	1:m	1072817
HUMAN09844	MOUSE62185	1:1	1073032
HUMAN09848	MOUSE62210	1:1	689294
HUMAN09853	MOUSE62130	1:1	686445
HUMAN09856	MOUSE62080	1:1	1046346
HUMAN09862	MOUSE62068	1:1	682604
HUMAN09865	MOUSE62049	1:1	689899
HUMAN09877	MOUSE62031	1:1	1054835
HUMAN09880	MOUSE62029	1:1	1177928
HUMAN09884	MOUSE62024	1:1	1133009
HUMAN09886	MOUSE62021	1:1	1018713
HUMAN09889	MOUSE61992	1:1	1044326
HUMAN09892	MOUSE61985	n:1	1181648
HUMAN09900	MOUSE61985	n:1	
HUMAN09901	MOUSE61963	1:1	325457
HUMAN09905	MOUSE61943	1:1	911528
HUMAN09909	MOUSE61942	1:1	1164286
HUMAN09915	MOUSE61895	1:1	1102739
HUMAN09916	MOUSE61865	1:1	1121750
HUMAN09919	MOUSE61844	1:1	1088886
HUMAN09921	MOUSE61843	1:1	
HUMAN09922	MOUSE61840	1:1	681131
HUMAN09939	MOUSE61828	1:1	1100983
HUMAN09943	MOUSE61806	1:1	926376
HUMAN09955	MOUSE61718	1:1	1020857
HUMAN09962	MOUSE61690	1:1	684123
HUMAN09968	MOUSE61685	1:1	1038739
HUMAN09970	MOUSE61683	1:1	1060612
HUMAN09972	MOUSE61681	1:1	336872
HUMAN09974	MOUSE61677	1:1	336050
HUMAN09977	MOUSE61671	1:1	1020837
HUMAN09978	MOUSE61669	1:1	336472
HUMAN09979	MOUSE61663	n:m	
HUMAN09979	MOUSE61665	n:m	
HUMAN09979	MOUSE61667	n:m	
HUMAN09982	MOUSE61663	n:m	1020842
HUMAN09982	MOUSE61665	n:m	
HUMAN09982	MOUSE61667	n:m	
HUMAN09985	MOUSE61663	n:m	
HUMAN09985	MOUSE61665	n:m	
HUMAN09985	MOUSE61667	n:m	
HUMAN09988	MOUSE61494	1:m	973074
HUMAN09988	MOUSE61610	1:m	
HUMAN09991	MOUSE61581	1:1	336456
HUMAN09994	MOUSE61649	n:1	
HUMAN09996	MOUSE61649	n:1	337308
HUMAN09997	MOUSE61533	n:m	
HUMAN09997	MOUSE61541	n:m	336812
HUMAN09997	MOUSE61578	n:m	
HUMAN09999	MOUSE61533	n:m	1022693
HUMAN09999	MOUSE61541	n:m	
HUMAN09999	MOUSE61578	n:m	
HUMAN10001	MOUSE61518	1:m	
HUMAN10001	MOUSE61525	1:m	336939
HUMAN10004	MOUSE61516	1:m	337049
HUMAN10004	MOUSE61519	1:m	
HUMAN10005	MOUSE61431	n:m	337698
HUMAN10005	MOUSE61487	n:m	
HUMAN10007	MOUSE61431	n:m	
HUMAN10007	MOUSE61487	n:m	
HUMAN10009	MOUSE61368	1:1	336580
HUMAN10010	MOUSE61363	1:1	1019708
HUMAN10012	MOUSE61349	1:m	336548
HUMAN10012	MOUSE61351	1:m	
HUMAN10013	MOUSE61344	1:m	335302
HUMAN10013	MOUSE61347	1:m	
HUMAN10016	MOUSE61331	1:1	331342
HUMAN10018	MOUSE61329	1:1	1096674
HUMAN10022	MOUSE61320	1:1	1021162
HUMAN10025	MOUSE61325	1:1	687934
HUMAN10027	MOUSE61313	1:1	1142087
HUMAN10029	MOUSE61309	1:1	1142401
HUMAN10033	MOUSE61302	1:1	1142404
HUMAN10037	MOUSE61291	1:1	1147641
HUMAN10041	MOUSE61280	1:1	685230
HUMAN10044	MOUSE61255	1:1	684291
HUMAN10046	MOUSE61199	1:1	683395
HUMAN10049	MOUSE61191	1:1	1066650
HUMAN10051	MOUSE61164	1:1	681290
HUMAN10053	MOUSE61152	1:1	1105215
HUMAN10067	MOUSE61139	1:1	899940
HUMAN10071	MOUSE61115	1:1	1150698
HUMAN10082	MOUSE61108	1:1	1095900
HUMAN10090	MOUSE61089	1:1	995773
HUMAN10099	MOUSE61071	1:1	682083
HUMAN10111	MOUSE61059	1:1	693631
HUMAN10115	MOUSE61032	1:1	391671
HUMAN10117	MOUSE61024	1:1	1057461
HUMAN10119	MOUSE61031	1:1	994989
HUMAN10121	MOUSE61026	1:1	391677
HUMAN10122	MOUSE61022	1:1	880575
HUMAN10125	MOUSE61020	1:1	1173057
HUMAN10132	MOUSE61019	1:1	681770
HUMAN10137	MOUSE61015	1:1	1043442
HUMAN10141	MOUSE61011	1:1	325954
HUMAN10147	MOUSE60999	1:1	1082396
HUMAN10155	MOUSE60987	1:1	1106904
HUMAN10157	MOUSE60929	1:1	681153
HUMAN10159	MOUSE60956	1:1	1160136
HUMAN10165	MOUSE60917	1:1	1166659
HUMAN10168	MOUSE60914	1:1	1170255
HUMAN10176	MOUSE60905	1:1	648829
HUMAN10191	MOUSE60886	1:1	690532
HUMAN10195	MOUSE60808	1:1	1066253
HUMAN10204	MOUSE60802	1:1	1107701
HUMAN10207	MOUSE60796	1:1	1130656
HUMAN10212	MOUSE60793	1:1	
HUMAN10222	MOUSE60785	1:1	325484
HUMAN10227	MOUSE60737	1:1	1138931
HUMAN10228	MOUSE60733	1:1	
HUMAN10230	MOUSE60725	1:1	
HUMAN10241	MOUSE60691	1:1	685656
HUMAN10249	MOUSE60671	1:1	690325
HUMAN10260	MOUSE60621	1:1	786511
HUMAN10263	MOUSE60606	1:1	689107
HUMAN10269	MOUSE60600	1:1	685480
HUMAN10270	MOUSE60589	1:1	686357
HUMAN10271	MOUSE60587	1:1	1161308
HUMAN10282	MOUSE60578	1:1	685457
HUMAN10290	MOUSE60569	1:1	683537
HUMAN10292	MOUSE60557	1:1	1001015
HUMAN10294	MOUSE60553	1:1	1070146
HUMAN10301	MOUSE60532	1:1	690775
HUMAN10302	MOUSE63700	1:1	849593
HUMAN10312	MOUSE63687	1:1	645231
HUMAN10316	MOUSE63685	1:1	1082514
HUMAN10323	MOUSE63683	1:1	1120368
HUMAN10325	MOUSE63667	1:1	
HUMAN10327	MOUSE63654	1:1	965067
HUMAN10329	MOUSE63623	1:1	880522
HUMAN10332	MOUSE50861	1:1	1177912
HUMAN10334	MOUSE50854	1:1	1063686
HUMAN10341	MOUSE50850	1:1	1063679
HUMAN10346	MOUSE50808	1:1	1005727
HUMAN10356	MOUSE50800	1:1	1165741
HUMAN10357	MOUSE50798	1:1	920072
HUMAN10362	MOUSE50796	1:1	1011943
HUMAN10364	MOUSE50780	1:1	683685
HUMAN10377	MOUSE50779	1:1	1021536
HUMAN10391	MOUSE50767	1:1	682883
HUMAN10406	MOUSE50762	1:1	1125311
HUMAN10411	MOUSE50766	1:1	683706
HUMAN10412	MOUSE50758	1:1	940495
HUMAN10414	MOUSE50753	1:1	1174406
HUMAN10427	MOUSE50754	1:1	332847
HUMAN10432	MOUSE50749	1:1	684613
HUMAN10440	MOUSE50740	1:1	689356
HUMAN10462	MOUSE49054	1:1	
HUMAN10470	MOUSE49048	1:1	971456
HUMAN10476	MOUSE49007	1:m	
HUMAN10476	MOUSE49031	1:m	1056262
HUMAN10479	MOUSE49006	1:1	1123855
HUMAN10480	MOUSE48992	1:1	687494
HUMAN10488	MOUSE48972	1:1	1172935
HUMAN10497	MOUSE48965	1:1	646715
HUMAN10502	MOUSE48951	1:1	944457
HUMAN10509	MOUSE48932	1:1	847993
HUMAN10516	MOUSE48906	1:1	1012394
HUMAN10518	MOUSE48904	1:1	
HUMAN10524	MOUSE48903	1:1	332510
HUMAN10528	MOUSE48891	1:1	647500
HUMAN10535	MOUSE48886	1:1	1065550
HUMAN10536	MOUSE48885	1:1	1174924
HUMAN10538	MOUSE48879	1:1	1168446
HUMAN10539	MOUSE48873	1:1	1149224
HUMAN10552	MOUSE48864	1:1	686529
HUMAN10557	MOUSE48861	1:1	685095
HUMAN10565	MOUSE48849	1:1	1142130
HUMAN10569	MOUSE48842	1:1	872603
HUMAN10577	MOUSE48833	1:1	840749
HUMAN10578	MOUSE48831	1:1	840733
HUMAN10581	MOUSE48829	1:1	840741
HUMAN10582	MOUSE48817	1:1	1082933
HUMAN10585	MOUSE48809	1:1	
HUMAN10590	MOUSE48793	1:1	1119683
HUMAN10593	MOUSE48740	1:1	847991
HUMAN10606	MOUSE48739	1:1	1022663
HUMAN10612	MOUSE48729	1:1	1176285
HUMAN10622	MOUSE48723	1:1	1015379
HUMAN10628	MOUSE48685	1:1	331754
HUMAN10633	MOUSE48674	1:1	1029382
HUMAN10634	MOUSE48673	1:1	331195
HUMAN10638	MOUSE48669	1:1	1150069
HUMAN10640	MOUSE48662	1:1	1095725
HUMAN10650	MOUSE48656	1:1	1061306
HUMAN10651	MOUSE13008	1:m	
HUMAN10651	MOUSE48616	1:m	1183008
HUMAN10651	MOUSE59892	1:m	
HUMAN10661	MOUSE48597	1:1	1042344
HUMAN10663	MOUSE48556	1:1	687876
HUMAN10678	MOUSE48541	n:1	
HUMAN10682	MOUSE48541	n:1	688945
HUMAN10711	MOUSE48477	1:1	695944
HUMAN10713	MOUSE48466	1:1	1046779
HUMAN10720	MOUSE48452	1:1	681853
HUMAN10732	MOUSE48429	1:1	1131029
HUMAN10743	MOUSE48360	1:1	1119038
HUMAN10751	MOUSE48342	1:1	
HUMAN10769	MOUSE48297	1:1	649961
HUMAN10775	MOUSE48278	1:1	694142
HUMAN10778	MOUSE48277	1:1	1176052
HUMAN10779	MOUSE48271	1:1	1152327
HUMAN10783	MOUSE48264	1:1	1105520
HUMAN10786	MOUSE48257	1:1	1117379
HUMAN10790	MOUSE48246	1:1	683684
HUMAN10796	MOUSE48243	1:1	1097267
HUMAN10800	MOUSE48236	1:1	1098583
HUMAN10804	MOUSE48222	1:1	
HUMAN10810	MOUSE48217	1:1	656355
HUMAN10815	MOUSE48213	1:1	683307
HUMAN10826	MOUSE48205	1:1	1187224
HUMAN10833	MOUSE48173	1:m	
HUMAN10833	MOUSE48174	1:m	690760
HUMAN10835	MOUSE48172	1:1	1120208
HUMAN10842	MOUSE48155	1:1	691327
HUMAN10852	MOUSE48041	1:1	681044
HUMAN10862	MOUSE48018	1:1	1146727
HUMAN10866	MOUSE48015	1:1	682363
HUMAN10872	MOUSE47990	1:m	684151
HUMAN10872	MOUSE48010	1:m	
HUMAN10882	MOUSE47987	1:m	691065
HUMAN10882	MOUSE47994	1:m	
HUMAN10894	MOUSE47986	1:1	690085
HUMAN10905	MOUSE47982	1:1	326388
HUMAN10914	MOUSE47966	1:1	682297
HUMAN10930	MOUSE55950	1:1	682640
HUMAN10937	MOUSE47935	1:1	684680
HUMAN10943	MOUSE47662	1:1	1130815
HUMAN10945	MOUSE47670	1:1	333961
HUMAN10946	MOUSE47673	1:1	
HUMAN10947	MOUSE47766	1:m	698510
HUMAN10947	MOUSE47797	1:m	
HUMAN10956	MOUSE47714	n:1	1103190
HUMAN10958	MOUSE47724	n:1	
HUMAN10977	MOUSE47724	n:1	681778
HUMAN10980	MOUSE47732	1:1	1104376
HUMAN10982	MOUSE47736	1:1	1150285
HUMAN10988	MOUSE47743	1:1	
HUMAN10998	MOUSE47757	1:m	
HUMAN10998	MOUSE47760	1:m	
HUMAN10998	MOUSE47792	1:m	694887
HUMAN11008	MOUSE58396	n:m	
HUMAN11008	MOUSE66319	n:m	
HUMAN11011	MOUSE47804	1:1	696621
HUMAN11013	MOUSE47818	1:1	697650
HUMAN11014	MOUSE47852	1:1	690808
HUMAN11019	MOUSE47641	1:1	1107453
HUMAN11026	MOUSE47625	1:1	1070167
HUMAN11050	MOUSE47567	1:1	682444
HUMAN11060	MOUSE47430	1:1	671796
HUMAN11072	MOUSE47415	1:1	689304
HUMAN11075	MOUSE50864	1:1	1143193
HUMAN11081	MOUSE49091	1:m	
HUMAN11081	MOUSE49107	1:m	
HUMAN11081	MOUSE49116	1:m	
HUMAN11081	MOUSE49131	1:m	698696
HUMAN11081	MOUSE49165	1:m	
HUMAN11085	MOUSE49104	1:m	
HUMAN11085	MOUSE49163	1:m	
HUMAN11085	MOUSE49174	1:m	
HUMAN11085	MOUSE49176	1:m	
HUMAN11101	MOUSE49179	1:1	685904
HUMAN11116	MOUSE49185	1:1	688274
HUMAN11122	MOUSE49207	1:1	692311
HUMAN11126	MOUSE49205	1:1	691480
HUMAN11128	MOUSE49215	1:1	1050765
HUMAN11129	MOUSE49223	1:1	688470
HUMAN11135	MOUSE49227	1:1	689376
HUMAN11145	MOUSE49229	1:1	687134
HUMAN11155	MOUSE49239	1:1	1126806
HUMAN11163	MOUSE49241	1:1	898270
HUMAN11177	MOUSE49269	1:1	693950
HUMAN11197	MOUSE49284	1:1	690182
HUMAN11201	MOUSE49296	n:m	
HUMAN11201	MOUSE49309	n:m	711605
HUMAN11201	MOUSE49318	n:m	
HUMAN11202	MOUSE49296	n:m	707944
HUMAN11202	MOUSE49309	n:m	
HUMAN11202	MOUSE49318	n:m	
HUMAN11206	MOUSE49296	n:m	
HUMAN11206	MOUSE49309	n:m	
HUMAN11206	MOUSE49318	n:m	
HUMAN11211	MOUSE49296	n:m	
HUMAN11211	MOUSE49309	n:m	
HUMAN11211	MOUSE49318	n:m	
HUMAN11218	MOUSE39904	n:m	
HUMAN11218	MOUSE49358	n:m	1138380
HUMAN11226	MOUSE49363	1:1	683365
HUMAN11233	MOUSE49365	1:1	1127210
HUMAN11235	MOUSE49370	1:1	989633
HUMAN11239	MOUSE49388	n:m	
HUMAN11239	MOUSE49390	n:m	
HUMAN11241	MOUSE49371	1:m	
HUMAN11241	MOUSE49372	1:m	
HUMAN11241	MOUSE49374	1:m	
HUMAN11241	MOUSE49375	1:m	989632
HUMAN11245	MOUSE49388	n:m	
HUMAN11245	MOUSE49390	n:m	746919
HUMAN11247	MOUSE49401	1:m	337332
HUMAN11247	MOUSE49405	1:m	
HUMAN11250	MOUSE49410	1:m	
HUMAN11250	MOUSE49411	1:m	
HUMAN11250	MOUSE49413	1:m	
HUMAN11250	MOUSE49414	1:m	
HUMAN11250	MOUSE49418	1:m	
HUMAN11250	MOUSE49422	1:m	
HUMAN11250	MOUSE49423	1:m	
HUMAN11250	MOUSE49424	1:m	336195
HUMAN11251	MOUSE49400	n:m	
HUMAN11251	MOUSE49406	n:m	
HUMAN11252	MOUSE49400	n:m	
HUMAN11252	MOUSE49406	n:m	989637
HUMAN11253	MOUSE49400	n:m	
HUMAN11253	MOUSE49406	n:m	
HUMAN11254	MOUSE49400	n:m	
HUMAN11254	MOUSE49406	n:m	
HUMAN11255	MOUSE49400	n:m	
HUMAN11255	MOUSE49406	n:m	
HUMAN11256	MOUSE49400	n:m	
HUMAN11256	MOUSE49406	n:m	
HUMAN11257	MOUSE49400	n:m	336122
HUMAN11257	MOUSE49406	n:m	
HUMAN11258	MOUSE49425	1:1	390093
HUMAN11259	MOUSE49420	1:1	989655
HUMAN11261	MOUSE49376	n:m	
HUMAN11261	MOUSE49389	n:m	
HUMAN11261	MOUSE49393	n:m	
HUMAN11269	MOUSE49376	n:m	717620
HUMAN11269	MOUSE49389	n:m	
HUMAN11269	MOUSE49393	n:m	
HUMAN11271	MOUSE49463	1:1	1066252
HUMAN11274	MOUSE49486	1:1	334176
HUMAN11283	MOUSE49504	1:1	685994
HUMAN11288	MOUSE49514	1:1	684400
HUMAN11292	MOUSE49516	1:1	1144609
HUMAN11295	MOUSE49521	1:1	1005409
HUMAN11299	MOUSE49528	1:1	1181782
HUMAN11300	MOUSE49563	1:1	687113
HUMAN11304	MOUSE49595	1:1	1149721
HUMAN11309	MOUSE49605	1:1	1128582
HUMAN11312	MOUSE49641	1:1	680987
HUMAN11314	MOUSE49648	1:1	1110879
HUMAN11318	MOUSE49649	1:1	1110880
HUMAN11321	MOUSE49651	1:1	1118335
HUMAN11325	MOUSE49674	1:1	1046348
HUMAN11328	MOUSE49693	1:1	1147864
HUMAN11341	MOUSE49710	1:1	1148612
HUMAN11346	MOUSE49741	1:1	1135174
HUMAN11357	MOUSE49772	1:1	683320
HUMAN11369	MOUSE49788	1:1	672095
HUMAN11372	MOUSE49811	1:1	1098620
HUMAN11373	MOUSE10089	n:m	920752
HUMAN11373	MOUSE10091	n:m	
HUMAN11373	MOUSE10109	n:m	
HUMAN11373	MOUSE10110	n:m	
HUMAN11373	MOUSE10144	n:m	
HUMAN11373	MOUSE10375	n:m	
HUMAN11373	MOUSE10383	n:m	
HUMAN11373	MOUSE10391	n:m	
HUMAN11373	MOUSE10398	n:m	
HUMAN11373	MOUSE10408	n:m	
HUMAN11373	MOUSE10409	n:m	
HUMAN11373	MOUSE37434	n:m	
HUMAN11373	MOUSE49815	n:m	
HUMAN11375	MOUSE03195	n:m	
HUMAN11375	MOUSE10082	n:m	
HUMAN11375	MOUSE10100	n:m	
HUMAN11375	MOUSE10108	n:m	
HUMAN11375	MOUSE10111	n:m	
HUMAN11375	MOUSE10141	n:m	
HUMAN11375	MOUSE10145	n:m	
HUMAN11375	MOUSE10376	n:m	
HUMAN11375	MOUSE10386	n:m	
HUMAN11375	MOUSE10389	n:m	1172299
HUMAN11375	MOUSE10395	n:m	
HUMAN11375	MOUSE10406	n:m	
HUMAN11375	MOUSE10479	n:m	
HUMAN11375	MOUSE37408	n:m	
HUMAN11375	MOUSE37409	n:m	
HUMAN11375	MOUSE37412	n:m	
HUMAN11375	MOUSE37413	n:m	
HUMAN11375	MOUSE49817	n:m	
HUMAN11375	MOUSE62489	n:m	
HUMAN11378	MOUSE49836	1:1	681688
HUMAN11381	MOUSE49841	1:1	1107714
HUMAN11382	MOUSE49851	1:1	391246
HUMAN11383	MOUSE49857	1:1	1037323
HUMAN11387	MOUSE49860	1:1	1175456
HUMAN11390	MOUSE49861	1:1	1097524
HUMAN11392	MOUSE49868	1:1	1146829
HUMAN11399	MOUSE04978	n:m	
HUMAN11399	MOUSE49878	n:m	1073710
HUMAN11400	MOUSE49884	1:1	684474
HUMAN11407	MOUSE49973	1:1	1070797
HUMAN11426	MOUSE49996	1:1	1180972
HUMAN11448	MOUSE50004	1:1	681074
HUMAN11454	MOUSE50016	1:1	
HUMAN11460	MOUSE50033	1:1	682149
HUMAN11462	MOUSE50054	1:1	1128552
HUMAN11487	MOUSE50065	1:1	687386
HUMAN11501	MOUSE50076	1:1	688213
HUMAN11511	MOUSE50099	1:1	976945
HUMAN11525	MOUSE50103	1:1	1164408
HUMAN11527	MOUSE50136	1:1	1168839
HUMAN11538	MOUSE50160	1:1	1097799
HUMAN11545	MOUSE50167	1:1	998538
HUMAN11546	MOUSE47393	1:1	687660
HUMAN11552	MOUSE47423	n:1	
HUMAN11555	MOUSE47423	n:1	
HUMAN11562	MOUSE47423	n:1	687896
HUMAN11563	MOUSE47450	1:m	
